nombre;cuit;domicilio;id_pais;contacto;email;telefono;activo
RDA RENTING S.A.;30-71225735-7;ALEM LEANDRO N. AV. 449 Piso:6  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jlizarralde;jlizarralde@rdarenting.com;Joaquin: 11 3608-7550 / Arturo: 11 5050-6565;1
RD PRINTER SERVICE S.R.L.;30-71630419-8;CARLOS PELLEGRINI 1061 FLORIDA BUENOS_AIRES;1;mariano;mariano@rdprinter.com   ;52630756;1
REAL ESTATE INVESTMENT SOCIEDAD ANONIMA;30-70829397-7;CAMPOS LUIS MARIA AV 559 Piso:10 Dpto:01  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lsudvarg;"lsudvarg@interwin.com.ar; matias@interwin.com.ar; lorenzo@interwin.com.ar";115275-4200 / Liliana Sudvarg 1138139025;1
RED SURCOS S.A.;30-58952711-5;AVENIDA FREYRE 2363  SANTA_FE;1;nvinitzca;"nvinitzca@redsurcos.com; msuarez@redsurcos.com";Tel. +54 11 4382 7766 Cel. +54 11 5108 1309;1
REYUNOS SA;30-60391759-2;"CORDOBA Y 25 DE MAYO 0 Piso:1&#186; ARROYO_CABRAL CORDOBA";1;NULL;NULL;NULL;1
RHEEM SA;30-61295852-8;RUTA 7 KM 790 0  SAN_LUIS;1;arios;arios@rheem.com.ar;2,66E+11;1
RICARDO ARIEL CORRAL;20-16070897-3;SAN MIGUEL 454 RIO_TERCERO CORDOBA;1;ricardoacorral;ricardoacorral@hotmail.com;3571-563644;1
RICARDO FABIAN BARRIENTOS;20-24727365-5;COLON 2412 POSADAS MISIONES;1;formatomisiones;formatomisiones@gmail.com;NULL;1
RICARDO MARTIN LUPO;20-31735333-3;URUGUAY 252 Piso:1 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ricardolupo;ricardolupo@gestioneslupo.com.ar;NULL;1
RIO CORRENTOSO SA;30-69755831-0;FIGUEROA ALCORTA AV. 3351 Piso:PB Dpto:11 S:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
RIO SALADO SRL;33-70857738-9;NAZARENO ERCOLANI 221  RIO_NEGRO;1;pescorza;pescorza@combustiblesyservicios.com;NULL;1
RITAIL  S R L;30-70803143-3;HIPOLITO YRIGOYEN 2630 MARTINEZ BUENOS_AIRES;1;rgreca;"rgreca@bowenlondon.com.ar; mherms@bowen.com.ar";NULL;1
ROBERTO JOSE BUSTAMANTE;20-14583412-1;ACHA 2539  BUENOS_AIRES;1;diegojavierroca;diegojavierroca@hotmail.com;NULL;1
ROCSTAR S A;30-67725311-4;SUIPACHA 128 Piso:2 Dpto:c  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
ROLA INGENIERIA S.A.S.;30-71716383-0;DE LOS NAPOLITANOS 6093  CORDOBA;1;administracion;administracion@rolaing.com;+54 9 351 8727549;1
ROLANDO FABIAN ALOISI;23-18027449-9;PIeERO 216 LOBERIA BUENOS_AIRES;1;editorapaper;editorapaper@hotmail.com;ROLI ALOISI - Cel. 2262 62 6003;1
ROOM 23 S.R.L.;30-70954956-8;GALLO 1483  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;juanma;juanma@room23.com.ar;1150361044;1
ROSBACO GROUP SA;30-71497653-9;FITZ ROY 1925 Piso:7 Dpto:702  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;oficina.tecnica;oficina.tecnica@rosbacogroup.com;Fairuz: 4897 4738;1
ROUND TABLE ON RESPONSIBLE SOY ASSOCIATION (RTRS);30-71101741-7;CUBA 1940  Dpto:601  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;finance;finance@responsiblesoy.org;NULL;1
RSG ELECTROMECANICA S.A.;33-71289540-9;"CARCARA&#209;A 530 MERLO BUENOS_AIRES";1;NULL;NULL;NULL;1
RUBEN OSVALDO PAGANI;20-14294436-8;AV. LABARDEN PARQUE INDUSTRIAL CALL 3925 PEHUAJO BUENOS_AIRES;1;mcgranad;mcgranad@quilmes.com.ar;Maria Clara +54 9 11 5802 2763 ;1
SA LA NACION;30-50008962-4;AV. DEL LIBERTADOR 101 Piso:05 VICENTE_LOPEZ BUENOS_AIRES;1;gfalcon;"gfalcon@lanacion.com.ar; EBustos@lanacion.com.ar;efactura_proveedores@lanacion.com.ar";NULL;1
SALENTEIN ARGENTINA B.V.;30-68251231-4;VEDIA 3892 Piso:3 Dpto:DEREC  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
SALVUCCI AVIACION SA;30-70851831-6;BELGRANO 155 LAGUNA_LARGA CORDOBA;1;salvucciaviacion1;salvucciaviacion1@gmail.com;Cel: +549 3572 546000;1
SAN ATANASIO ENERGIA S.A;30-70969733-8;MONTEVIDEO 1537 Piso:P.B.  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana.kawaguchi;mariana.kawaguchi@saenergia.com.ar; (+5411) 55299664;1
SAN NICOLAS S R L;30-70517954-5;MITRE 80 MAIPU MENDOZA;1;maria.jimenna.dominguez;maria.jimenna.dominguez@gmail.com;NULL;1
SANPA SEMILLAS S.A.;30-71220062-2;RIVADAVIA AV. 789 Piso:7  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;abroggi;abroggi@sanpasemillas.com;3442403972;1
SANTA FE AGRO SA;30-71009928-2;LOS NOGALES 2573 LINCOLN BUENOS_AIRES;1;karina;karina@santafeagro.com;NULL;1
SANTA MARIA DE LAS LOMAS SRL;30-57057394-9;XUL SOLAR 6650 SAN_FERNANDO BUENOS_AIRES;1;secretariageneral.sf;secretariageneral.sf@stmary.edu.ar;1147140330;1
SANTIAGO GABRIEL LEROTICH;20-33006854-0;OV. LAGOS 1784 VENADO_TUERTO SANTA_FE;1;slerotich;slerotich@hotmail.com;NULL;1
SANTILLI SCOFANO Y CIA. S. A.;30-64821876-8;BARRANCAS DEL PARANA 2471 PERGAMINO BUENOS_AIRES;1;jabraham;jabraham@agroimport.com.ar;Julian: 2477380621;1
SAPERI SILVIA Y PUERTO ADRIAN MATIAS S.H;30-71478167-3;CARLOS PELLEGRINI 1751 MONTE_GRANDE BUENOS_AIRES;1;gabycoria35;gabycoria35@hotmail.com;Gabriela 11 6661 9562 ;1
SASOVSKY & ASOCIADOS S.A.S.;30-71583702-8;MANSO JUANA 555 Piso:4 Dpto:D  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rrhh;rrhh@expansionholding.com;4315-3033  CLARA;1
SATUS AGER SOCIEDAD ANONIMA;30-68719427-2;CARLOS TEJEDOR 2608 BOULOGNE BUENOS_AIRES;1;franco.sosa;"franco.sosa@satusager.com ; lucas.sapere@satusager.com";Lucas 1141025227;1
SCM SOLUTIONS S.A.;30-70988262-3;AVENIDA DEL LIBERTADOR 1265 Piso:9 Dpto:1 S:0 T:0 M:0 VICENTE_LOPEZ BUENOS_AIRES;1;Diego.bottaro;Diego.bottaro@scmsolutions.com.ar;1153222563;1
SEBASTIAN GETTE;20-25909790-9;SAAVEDRA 464 Piso:PB Dpto:A LOMAS_DE_ZAMORA BUENOS_AIRES;1;vanina;vanina@fuegodelsureventos.com;+54 9 11 3243-3042;1
SECURITY NOW S.A.;30-71033855-4;PADRE ASHKAR 125 VILLA_LYNCH BUENOS_AIRES;1;mthimig;mthimig@securityone.com.ar;Marlene Thimig 4724-7900 int 1533;1
SEGTEC SA;30-70841962-8;VARELA JOSE PEDRO 5181  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;damian;damian@ppa.com.ar;53528344;1
SEMAPI ARGENTINA S.A.;30-70977026-4;LAS HERAS 419 CAMPANA BUENOS_AIRES;1;NULL;NULL;3489 431111 / 426661;1
SENDA  SRL;30-69184358-7;9 DE JULIO OESTE 860  Dpto:PB  T:2  SAN_JUAN;1;lic.javierlopeznavas;lic.javierlopeznavas@gmail.com;NULL;1
SENTIDOS S.A.;30-70754256-6;RECONQUISTA 755 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rcarrosso;rcarrosso@sentidos.com;NULL;1
SERGIO DANIEL MATEO;23-16038566-9;CABELLO 3352 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cintia;cintia@mateoeventos.com.ar;Cintia 11 36 86 27 36;1
SERVICIOS CIPOLLETTI S R L;30-67274783-6;NAZARENO ERCOLANI 221  RIO_NEGRO;1;pescorza;pescorza@combustiblesyservicios.com;2984-317100;1
SERVICIOS LOGISTICOS INTEGRADOS SOCIEDAD RESPONSABILIDAD LIMITADA;30-70826062-9;PERON JUAN TTE.GRAL. 1515 Piso:2 Dpto:F  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jrodriguez;jrodriguez@easydockinglatam.com;+54 9 1161243043;1
SERVICIOS Y PRODUCTOS PARA BEBIDAS REFRESCANTES SOCIEDAD DE RESPONSABILIDAD LIMITADA;30-67773730-8;VEDIA 4090  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;p2psrvctrlag;"p2psrvctrlag@coca-cola.com; apinvoice@coca-cola.com";NULL;1
SERVICIOS Y TELECOMUNICACIONES SA;30-69038167-9;SUIPACHA 128 Piso:2 Dpto:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
SES SA;30-64772754-5;CERRITO 1070 P9  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;flado;flado@ses-sa.com.ar;NULL;1
SETE AZULAY;24-03048061-5;HUMBOLDT 2045 Piso:19 Dpto:2  T:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
SETENTATREINTA SA;30-70869651-6;SALGUERO JERONIMO 1450  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;paula;paula@setenta30.com;NULL;1
SEYTC S.R.L;30-71617806-0;GUEMES 914  JUJUY;1;ingrvega;ingrvega@hotmail.com;NULL;1
SHD SA;30-71601080-1;PUEYRREDON AV. 1990 Piso:2 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;figueroa;figueroa@kiria.com.ar;11 58785290;1
SHIMANO ARGENTINA SAU;30-71618433-8;ESTADOS UNIDOS 20 Piso:5  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;cristian.morua;cristian.morua@shimano.com.ar;NULL;1
SHOW IMPORT S.A.;33-70908090-9;9 DE JULIO 827 Piso:2 Dpto:A  SAN_LUIS;1;marco;marco@macaio-web.com;NULL;1
SIEGWERK ARGENTINA S.A.;30-67655867-1;DESCARTES 3595 TORTUGUITAS BUENOS_AIRES;1;cynthia.birkhofer;cynthia.birkhofer@siegwerk.com;5554-9200 / Cynthia: 1530575335;1
SINDICATO ARGENTINO DE OBREROS NAVALES PERSONERIA GREMIAL;30-50691528-3;FILIBERTO J.DE DIOS 914  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;sindicatoargobrerosnavales;sindicatoargobrerosnavales@hotmail.com;1159810678;1
SINDICATO DE LUZ Y FUERZA DE LA ZONA DEL PARANA;30-54575718-0;MALABIA 861 Piso:PB BARADERO BUENOS_AIRES;1;daiana_s88;daiana_s88@hotmail.com;NULL;1
SINDICATO DE OBREROS Y EMPLEADOS ACEITEROS DE ROSARIO;30-64346052-8;GARCIA VELLOSO 791  SANTA_FE;1;mutual;mutual@sindicato-aceitero.com.ar;NULL;1
SINDICATO DE OBREROS Y EMPLEADOS ACEITEROS Y DESMOTADORES DEL DEPARTAMENTO GENERAL OBLIGADO Y DEPARTAMENTO SAN JAVIER;33-55898948-9;9 DE JULIO 33 RECONQUISTA SANTA_FE;1;NULL;NULL;NULL;1
SINDICATO DE TRABAJADORES CAMIONEROS, OBREROS Y EMPLEADOS DEL TRANSPORTE AUTOMOTOR DE CARGAS LOGISTICA Y SERVICIOS DEL CHUBUT;30-70809572-5;DORREGO 844 COMODORO_RIVADAVIA CHUBUT;1;tesoreria;tesoreria@camioneroschubut.com.ar;NULL;1
SINDICATO PETROLEO Y GAS PRIVADO DE CUYO;33-54137385-9;SAAVEDRA 128 GUAYMALLEN MENDOZA;1;eugeniaruiz;eugeniaruiz@renovacionpetrolera.com.ar;261-2551351;1
SINDICATO UNICO DEL PERSONAL DE INDUSTRIAS QUIMICAS Y PETROQUIMICAS DE LA PROVINCIA DE TIERRA DEL FUEGO;30-71134569-4;OBISPO TREJO 2488 RIO_GRANDE TIERRA_DEL_FUEGO;1;NULL;NULL;NULL;1
SINDICATO UNIFICADO DE TRABAJADORES DE LA EDUCACION DE BS AS SUTEBA;30-63010228-2;PIEDRAS 740  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;aromero;aromero@suteba.org.ar;4361-6647 Int 1701;1
SINERGIUM BIOTECH SA;30-71172048-7;PANAMERICANA KM 38.500 38500 GARIN BUENOS_AIRES;1;compras;"compras@sinergiumbiotech.com; proveedores@sinergiumbiotech.com; Diego.Auci@sinergiumbiotech.com; Lorena.Esquivel@sinergiumbiotech.com";3220-7200 (Diego int 7363);1
SISTEMA CONFIAR S.R.L.;30-64408839-8;SAN MARTIN 1260 Piso:PB Dpto:32 CRESPO ENTRE_RIOS;1;secretariaoficinafh;secretariaoficinafh@gmail.com;NULL;1
SITRACK.COM ARGENTINA  S A;33-70723134-9;ALSINA 2250 GODOY_CRUZ MENDOZA;1;maria.jaliff;"maria.jaliff@sitrack.com; martin.gisbert@sitrack.com; mauricio.manoni@sitrack.com";Martin: 0261 4611100 int 216;1
SKY AIRLINE S.A.SUCURSAL ARGENTINA;30-71143457-3;MAIPU 464 Piso:7 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;andrea.jans;"andrea.jans@skyairline.com; gabriela.martin@skyairline.com; laura.maidana@skyairline.com";11 2040 0777 ;1
SLV S.R.L.;30-71596386-4;ROCA 119 CIPOLLETTI RIO_NEGRO;1;gycsport;gycsport@hotmail.com;Rafael Centurion: +54 9 2995 78-1734;1
SMARTY GROUP SRL;30-71764940-7;GARCIA TEODORO 1975 Piso:11  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
SOCIEDAD DEL ESTADO CASA DE MONEDA;30-54667697-4;ANTARTIDA ARGEN. 2085  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
SOL FRUT S A;30-62936116-9;NECOCHEA (NORTE) 1555 Piso:0 Dpto:0 S:0 T:0 M:0 SANTA_LUCIA SAN_JUAN;1;asalas;asalas@solfrut.com.ar ;Angeles Salas .(+54 11) 5192-6300;1
SOLITEK S.R.L.;30-71205613-0;LAVALLE 1675 Piso:3 Dpto:4  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;griccardi;griccardi@solitek.com.ar;NULL;1
SOLUCIONES DE DECISION S.A.;30-71006970-7;EL SALVADOR 5936  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;lds;"lds@tandemsd.com; ya@tandemsd.com";Lourdes: 1140904512 / 4774 9145;1
SOLUCIONES MEDICAS EN SALUD S.R.L.;30-71448271-4;CAVIAHUE 585  Dpto:15   M:G2 PLOTTIER NEUQUEN;1;carim;carim@smssalud.com.ar;Carim 54 2994101285;1
SOLUTION IT S.R.L.;30-71246671-1;COSTA RICA 5546 Piso:4 Dpto:402  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;camila;camila@diwait.com;NULL;1
SOLUTION JUNIN S.A.S.;30-71614198-1;RUTA 65 Y LAS MARIPOSAS 0 JUNIN BUENOS_AIRES;1;ventas;ventas@solutionsjunin.com.ar;NULL;1
SONIA NAZARENA CONTRERAS;23-26587489-4;CAAGUAZU 1281  BUENOS_AIRES;1;sonia;sonia@fueradelacaja.com.ar;1153879999;1
SONY MUSIC  PUBLISHING ARGENTINA S.R.L.;30-70904034-7;PARAGUAY 1178 Piso:12  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;hebe.soubie;hebe.soubie@sonymusicpub.com;5239-4174;1
SOVOS  COMPLIANCE SA;30-70899329-4;AV. BELGRANO 1915 SAN_MIGUEL_DE_TUCUMAN TUCUMAN;1;Mariana.Santamarina;Mariana.Santamarina@sovos.com;381 6685497;1
SQUADRA PROPIEDADES S. A. S.;33-71746489-9;MENDOZA 4038  SANTA_FE;1;squadrafunes;squadrafunes@gmail.com;NULL;1
SSSERVICIOS S.A.S.;30-71586345-2;MANUEL BELGRANO 532 Piso:PA RIO_GALLEGOS SANTA_CRUZ;1;juan.espinosa;"juan.espinosa@ssservicios.com.ar; carla.zerpa@ssservicios.com.ar;sebastiansouto@ssservicios.com.ar ";+54 9 11 31981439;1
STEEL SRL;30-71422860-5;25 DE MAYO 2025 MERCEDES SAN_LUIS;1;marketingsteelsrl;marketingsteelsrl@gmail.com;2657625795;0
STO MANAGERS S.R.L.;30-71685507-0;BLANCO ENCALADA 1451  Dpto:301  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;juan;"juan@cadenamkt.com; michell@cadenamkt.com";NULL;1
STRATTON ARGENTINA  S A;30-69847741-1;ROSARIO DE SANTA FE 71 Piso:2 Dpto:210  CORDOBA;1;npnazzetta;npnazzetta@konecta-group.com;3515093904;1
STUDIO HAKUNA S.R.L.;30-71652605-0;DORREGO AV. 2133  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;camila.abraham;camila.abraham@studiohakuna.com;1160035933 / Paula gte RRHH 1126705891;1
SUCESORES DE JOSE MORENO S A;30-70000339-2;8 862 P7 A  BUENOS_AIRES;1;mariarosa.pecora;mariarosa.pecora@suin.com.ar;+54 9 2223 429098;1
SULZER TURBO SERVICES ARGENTINA S.A.;30-71073530-8;TALCAHUANO 833 Piso:10 Dpto:B  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
SUPERMERCADOS MAYORISTAS MAKRO SA;30-58962149-9;RICARDO GUTIERREZ 3647 MUNRO BUENOS_AIRES;1;ldecurtis;"ldecurtis@makro.com.ar; NCiochi@makro.com.ar";47218900 int 206/4034 / Cobranzas: L a V de 9 a 13 hs 0810 3216 2576;1
SUPPORT PRO TRADING SA;30-71525477-4;SANTA FE AV. 2332 Piso:3  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;gisela.aiello;"gisela.aiello@supportprotrading.com; raul@supportprotrading.com";"Jessica Bonifazi 1535182112 / ABREGU RAUL CEL +54 9 1161396382; empresa 4342-2039";1
SYLVIA MARIA MARTINEZ;27-92479707-5;ESTEBAN ECHEVERRIA 2870  Dpto:5 MUNRO BUENOS_AIRES;1;NULL;NULL;NULL;1
SYSONE S.A.;30-71189313-6;MOREAU DE JUSTO A.AV 2030 Piso:3 Dpto:302  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;jdobarro;"jdobarro@sysone.com; jasmindobarro@gmail.com";53536640;1
SZFRARDO SERVICIOS DIGITALES S. A.;30-71728615-0;48 845 Piso:6 Dpto:B  BUENOS_AIRES;1;dai;dai@rixsus.com;NULL;1
TAGING SA;30-70758309-2;SANTIAGO DEL ESTERO 217 Piso:6  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;paola.ekkert;paola.ekkert@tagingcompany.com;1143832398;1
TALLY S.A.S.;30-71591435-9;"MENDOZA SUR 188 Piso:2&#186;  SAN_JUAN";1;NULL;NULL;NULL;1
TECHR SOLUCIONES SRL;30-71759521-8;BONPLAND 2454 Piso:1 Dpto:C  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;laura;laura@thinkanddev.com;NULL;1
TECNORED SA;30-70905461-5;AV. AGUSTIN TOSCO COLECTORA NOROESTE 980  CORDOBA;1;compras;compras@tecnoredsa.com.ar;3515693003;1
TECPETROL S A;30-59266547-2;DELLA PAOLERA CARLOS 297 Piso:01  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;sol.gonzalez;"sol.gonzalez@tecpetrol.com; facturasproveedores@tecpetrol.com";8001220027;1
TECPLATA S.A.;30-71058605-1;LOLA MORA 421 Piso:14 Dpto:1401  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;ggarcia;ggarcia@tecplata.com;NULL;1
TECSOL GROUP SA;30-70868463-1;CORRIENTES AV. 4035  Dpto:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mcortina;mcortina@tecsolgroup.com.ar ;Milagro (+54911) 3868 2623;1
TELECENTRO S A;30-64089726-7;AV BRIG. JUAN MANUEL DE ROSAS 635 LOMAS_DEL_MIRADOR BUENOS_AIRES;1;rgaleano;rgaleano@laborcorporativa.com.ar;3977-1302 ;1
TELEFILMS S A I C I;33-54061666-9;LIBERTADOR DEL AV. 1068 Piso:9  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana;mariana@telefilms.com.ar;NULL;1
TELESERVICIOS Y MARKETING S.R.L.;30-70088539-5;LIMA 979 Piso:1 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rblasi;rblasi@balat.com.ar;54-11 5218-7072;1
TELEVISION FEDERAL S A;30-63652916-4;CUYO 1844 MARTINEZ BUENOS_AIRES;1;lvarela;lvarela@telefe.com;NULL;1
TEXTILANA SOCIEDAD ANONIMA;30-58707519-5;RUTA 88 Y 45 0  BUENOS_AIRES;1;camiladellarossa;camiladellarossa@gmail.com;Camila Della Rosa: 02262 15643372;1
TEXTIL PAMPEANA S R L;30-71175944-8;LAVALLE 1569 Piso:5 Dpto:507  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;NULL;NULL;NULL;1
TEYLEM SA;33-70844441-9;HIPOLITO YRIGOYEN 1816 CIUDADELA BUENOS_AIRES;1;victoria.delbue;victoria.delbue@grupolargentina.com;1140422842;1
THAR S.A.;30-71545745-4;PARAGUAY 1265  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;pdominguez;pdominguez@tharsa.com.ar;NULL;1
THE INK POINT S.A.;30-71647954-0;AV. VELEZ SARSFIELD 5780 MUNRO BUENOS_AIRES;1;cotizaciones;"cotizaciones@theinkpoint.com; cvangelderen@theinkpoint.com";54911-3451-3664;1
THRU TUBING SOLUTIONS ARGENTINA S.R.L.;33-71560306-9;ALEM LEANDRO N. AV. 449 Piso:6  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;fvera;fvera@proshale.us;NULL;1
TIENDA DE AROMAS S.R.L.;30-71144183-9;TERRADA 1743 BAHIA_BLANCA BUENOS_AIRES;1;paulacoscia;"paulacoscia@gmail.com; administracion@tiendadearomas.com";02915705756 Paula;1
TIENDA DE PUNTOS S.R.L.;30-71660627-5;SANTA FE AV. 1780 Piso:8 Dpto:803  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;nicolasabra;nicolasabra@gmail.com;1144077779;1
TIERRA AUSTRAL S.R.L.;30-70856603-5;CORVALAN 1425  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;tadeosilva;tadeosilva@tierra-austral.com.ar;NULL;1
TOEGUEP SRL;30-71566519-7;ROCA 381 BAHIA_BLANCA BUENOS_AIRES;1;antonella.ruiz;antonella.ruiz@grupogrp.com.ar;Antonella 2914714003;1
TOTAL AUSTRAL SOCIEDAD ANONIMA SUCURSAL ARGENTINA;30-56971934-4;MORENO 877 Piso:17  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;factura.electronica;"factura.electronica@total.com; pilar.pont-lezica@total.com";NULL;1
TPCG VALORES S.A.;30-70834807-0;BOUCHARD AV. 547 Piso:27  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;rquinn;"rquinn@tpcgco.com; aaiello@tpcgco.com";+5411 4510-0900   Int:  6664;1
TRADE & LOGISTIC COMPANY ARGENTINA S.A.;30-71465075-7;AVENIDA DEL LIBERTADOR 2357 Piso:1 Dpto:B OLIVOS BUENOS_AIRES;1;juanthode;juanthode@yahoo.com;NULL;1
TRADITUM S.A.;30-70826832-8;ESMERALDA 1320 Piso:2 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;scarreira;scarreira@traditum.com;1164839307;1
TRAILCAR  S.A.;30-71738564-7;HIPOLITO YRIGOYEN 0 BAHIA_BLANCA BUENOS_AIRES;1;antonella.ruiz;antonella.ruiz@grupogrp.com.ar;Antonella 2914714003;1
TRANE DE ARGENTINA S A;30-66210229-2;AV MITRE 1345 FLORIDA BUENOS_AIRES;1;larisa.tallone;larisa.tallone@irco.com;NULL;1
TRANSFORMARME S.A.S.;30-71589470-6;CORDOBA AV. 785 Piso:6 12  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;eventos;eventos@mundose.com;Macarena: 3513783913;1
TRANS INDUSTRIAS ELECTRONICAS  S A;30-61075313-9;EL SALVADOR 5957  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;itudury;itudury@trans.com.ar;Ieaki Tudury Tel. (+54 11) 4778 7600 | Cel. (+54 9 11) 5181-8787 ;1
TRANSPORTE J.C. MORRISON S.A.;30-70833381-2;ENTRE RIOS 231 RIO_GALLEGOS SANTA_CRUZ;1;bburckas;bburckas@gmail.com;4414-9817 (Betina);1
TRANSPORTES MONTALVAN SOCIEDAD ANONIMA;30-69475825-4;MARCONI 4481 Piso:PB ISIDRO_CASANOVA BUENOS_AIRES;1;cmedina;cmedina@montalvan.com.ar;cmedina@montalvan.com.ar;1
TRAYKEN S.A.;30-71075160-5;RUTA 1 OESTE 655  LA_PAMPA;1;antonelarainone;antonelarainone@gmail.com;NULL;1
TREBOL 4 SRL;30-71126660-3;CHACABUCO 337 Piso:PB Dpto:A SAN_ISIDRO BUENOS_AIRES;1;NULL;NULL;NULL;1
TRELAND S.A.;30-70756359-8;SARMIENTO 1113 Piso:2  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;vtravascio;"vtravascio@bayton.com.ar;srodriguez@bmolatam.com.ar";NULL;1
TREOLAND SA;30-71058901-8;SAN JOSE 83 Piso:8  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mantenimiento;mantenimiento@treoland.com.ar;Cel.:1535425390 Tel.:(011)5238-6400;1
TRES CUBOS S.A.;30-71529485-7;RAWSON 1428  BUENOS_AIRES;1;maribel;maribel@avalith.net;2236923412;1
TRES REINOS SRL;30-71057158-5;ARENALES 1686 Piso:1  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mumigaleotti;"mumigaleotti@gmail.com; sofia@carmelaachaval.com";NULL;1
TRIBUNAL DE CUENTAS DE LA PROVINCIA DE SANTA CRUZ;30-67367443-3;ESPA#A 120 RIO_GALLEGOS SANTA_CRUZ;1;dirgastos;dirgastos@tcuentas.gov.ar;NULL;1
TRIVIUM PACKAGING ARGENTINA S A;30-68992145-7;DEL CANAL ESQ. 9 0 PILAR BUENOS_AIRES;1;ROCIO.PEREYRA;ROCIO.PEREYRA@triviumpackaging.com;T:+54 0230 449 7400 Int: 416;1
TTS VIAJES SOCIEDAD ANONIMA;30-52115181-8;PARAGUAY 935  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;edumrauf;edumrauf@inmotionproductora.com;+54e9e11e6835-2283;1
TUCANO TOURS S R L;30-61572715-2;CORRIENTES AV. 569 Piso:9  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;melina.bello;melina.bello@tucanotours.com.ar; MELINA BELLO TELEFONO 7078-4038;1
TURN EVENTS S.R.L.;30-71674851-7;MENDOZA 4184 Piso:3 Dpto:A  CIUDAD_AUTONOMA_DE_BUENOS_AIRES;1;mariana.tahoces;mariana.tahoces@gmail.com;11 4070 3073;1
